vpdmfId	journalTitle	nlmId	abbr	ISSN
2265	Midwest Alliance in Nursing journal / MAIN	9306096	Midwest Alliance Nurs J	1048-499X
2266	Bulletins et memoires de la Societe medicale des hopitaux de Paris	7503472	Bull Mem Soc Med Hop Paris	0366-1334
2267	Elderly care	9310629	Elder Care	1369-1856
2268	The Johns Hopkins Nurses' alumni magazine	9318900	Johns Hopkins Nurses Alumni Mag	XXXX-XXXX
2269	Phillip Journal	9306483	Phillip J	0945-1412
2270	Bulletin of the Menninger Clinic	7507032	Bull Menninger Clin	0025-9284
2271	Bulletin mensuel - Societe de medecine militaire francaise	7507021	Bull Mens Soc Med Mil Fr	0996-1852
2272	The Bulletin of the Michigan Dental Hygienists' Association	1303036	Bull Mich Dent Hyg Assoc v2	0746-5564
2273	Materials management in health care	9304859	Mater Manag Health Care	1059-4531
2274	Cell biology international	9307129	Cell Biol. Int.	1065-6995
2275	Implant dentistry	9206481	Implant Dent	1056-6163
2276	Occasional paper (Royal College of General Practitioners)	9305692	Occas Pap R Coll Gen Pract	1352-2450
2277	The European journal of prosthodontics and restorative dentistry	9314899	Eur J Prosthodont Restor Dent	0965-7452
2278	Bulletin / Midtown Dental Society	9884675	Bull Midtown Dent Soc	XXXX-XXXX
2279	Biological & pharmaceutical bulletin	9311984	Biol. Pharm. Bull.	0918-6158
2280	"Monaldi archives for chest disease = Archivio Monaldi per le malattie del torace / Fondazione clinica del lavoro, IRCCS [and] Istituto di clinica tisiologica e malattie apparato respiratorio, Universita di Napoli, Secondo ateneo"	9307314	Monaldi Arch Chest Dis	1122-0643
2281	"Neurobiology (Budapest, Hungary)"	9312159	Neurobiology (Bp)	1216-8068
2282	Bulletin / Monmouth-Ocean County Dental Society	9810652	Bull Monmouth Ocean Cty Dent Soc	XXXX-XXXX
2283	Bulletin. Montgomery-Bucks Dental Society	18820360R	Bull Montg Bucks Dent Soc	0027-0156
2284	Bulletin on narcotics	2984719R	Bull Narc	0007-523X
2285	Eisei Shikenjo hokoku. Bulletin of National Institute of Hygienic Sciences	421152	Eisei Shikenjo Hokoku	0077-4715
2286	Nursing history review : official journal of the American Association for the History of Nursing	9303945	Nurs Hist Rev	1062-8061
2287	Bulletin (National Medical and Dental Association (U.S))	7505325	Bull Natl Med Dent Assoc Natl Advocates Soc	0027-9676
2288	Qualitative health research	9202144	Qual Health Res	1049-7323
2289	Bulletin of the Newark Dental Club	7505401	Bull Newark Dent Club	XXXX-XXXX
2290	Bulletin. Ninth District Dental Society of the State of New York	19120480R	Bull Ninth Dist Dent Soc	0070-3710
2291	"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine"	9306253	Appl Radiat Isot	0969-8043
2292	Bulletin Of The New Jersey College Of Medicine And Dentistry	9883885	Bull N J Coll Med Dent	XXXX-XXXX
2293	"Journal of physiology, Paris"	9309351	J. Physiol. Paris	0928-4257
2294	Supervisory management	9877490	Superv Manage	0039-5919
2295	Bulletin - New Jersey Society of Dentistry for Children	7505331	Bull N J Soc Dent Child	0548-5819
2296	Bulletin - Northern District Dental Society	7505334	Bull North Dist Dent Soc	XXXX-XXXX
2297	"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation"	9210257	Qual Life Res	0962-9343
2298	Time	9877130	Time	0040-781X
2299	Bulletin of the New York Academy of Medicine	7505398	Bull N Y Acad Med	0028-7091
2300	Health education research	8608459	Health Educ Res	0268-1153
2301	The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons	9308427	J Foot Ankle Surg	1067-2516
2302	Bulletin Of The New York State Dental Society Of Anesthesiology	9883655	Bull N Y State Dent Soc Anesthesiol	0028-758X
2303	The Journal of eukaryotic microbiology	9306405	J. Eukaryot. Microbiol.	1066-5234
2304	Revue du rhumatisme (Ed. francaise : 1993)	9315664	Rev Rhum Ed Fr	1169-8330
2305	Bulletin of the New York State Society of Dentistry for Children	7505400	Bull N Y State Soc Dent Child	0028-7741
2306	AWHONN's clinical issues in perinatal and women's health nursing	9311009	AWHONNS Clin. Issues Perinat. Womens Health Nurs.	1066-3614
2307	Seminars in perioperative nursing	9206988	Semin Perioper Nurs	1056-8670
2308	Canadian journal of experimental psychology = Revue canadienne de psychologie experimentale	9315513	Can J Exp Psychol	1196-1961
2309	Veterinary research	9309551	Vet. Res.	0928-4249
2310	The Quality letter for healthcare leaders	9309472	Qual Lett Healthc Lead	1047-5311
2311	Clinical practice guideline. Quick reference guide for clinicians	9214656	Clin Pract Guidel Quick Ref Guide Clin	XXXX-XXXX
2312	"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica / Associazione ricerche in urologia"	9308247	Arch Ital Urol Androl	1124-3562
2313	Bulletin - Office international des epizooties	7503361	Bull Off Int Epizoot	0300-9823
2314	Revista da Associacao Medica Brasileira (1992)	9308586	Rev Assoc Med Bras v2	0104-4230
2315	NIH consensus statement	9308532	NIH Consens Statement	1080-1707
2316	Fiziologicheskii zhurnal imeni I.M. Sechenova / Rossiiskaia akademiia nauk	9308360	Fiziol Zh Im I M Sechenova	1027-3646
2317	Brain injury : [BI]	8710358	Brain Inj	0269-9052
2318	Clinics in communication disorders	9113696	Clin Commun Disord	1054-8505
2319	Human molecular genetics	9208958	Hum. Mol. Genet.	0964-6906
2320	Human mutation	9215429	Hum. Mutat.	1059-7794
2321	Insect biochemistry and molecular biology	9207282	Insect Biochem. Mol. Biol.	0965-1748
2322	The International journal of eating disorders	8111226	Int J Eat Disord	0276-3478
2323	International journal of sport nutrition	9307702	Int J Sport Nutr	1050-1606
2324	"Investigative urology (Berlin, Germany)"	9104156	Investig Urol (Berl)	XXXX-XXXX
2325	Journal of biopharmaceutical statistics	9200436	J Biopharm Stat	1054-3406
2326	Journal of endourology / Endourological Society	8807503	J. Endourol.	0892-7790
2327	Bulletin of the Ophthalmological Society of Egypt	7507035	Bull Ophthalmol Soc Egypt	0078-5342
2328	Journal of neuroendocrinology	8913461	J. Neuroendocrinol.	0953-8194
2329	The Journal of orthopaedic and sports physical therapy	7908150	J Orthop Sports Phys Ther	0190-6011
2330	Nature genetics	9216904	Nat. Genet.	1061-4036
2331	Neuropsychology review	9009029	Neuropsychol Rev	1040-7308
2332	Neurourology and urodynamics	8303326	Neurourol. Urodyn.	0733-2467
2333	The Brookings review	9879923	Brookings Rev	0745-1253
2334	Brain research. Brain research reviews	8908638	Brain Res. Brain Res. Rev.	XXXX-XXXX
2335	Pharmacogenetics	9211735	Pharmacogenetics	0960-314X
2336	The Plant journal : for cell and molecular biology	9207397	Plant J.	0960-7412
2337	Progres en urologie : journal de l'Association francaise d'urologie et de la Societe francaise d'urologie	9307844	Prog. Urol.	1166-7087
2338	Studies in human ecology	7514136	Stud Hum Ecol	0324-8666
2339	Transgenic research	9209120	Transgenic Res.	0962-8819
2340	World journal of urology	8307716	World J Urol	0724-4983
2341	Christian Medical Dental Society journal	9002893	Christ Med Dent Soc J	XXXX-XXXX
2342	Bulletin of the Osaka Medical School	406665	Bull Osaka Med Sch	0030-6142
2343	Nurse author & editor	9312545	Nurse Author Ed	1054-2353
2344	Midwifery today and childbirth education	9303318	Midwifery Today Childbirth Educ	1522-2888
2345	Air medical journal	9312325	Air Med. J.	1067-991X
2346	The Journal of cardiovascular management : the official journal of the American College of Cardiovascular Administrators	9111437	J Cardiovasc Manag	1053-5330
2347	Bulletin of the Osaka Medical School. Supplement	405502	Bull Osaka Med Sch Suppl	0078-6667
2348	Recruitment & retention report	9312216	Recruit Retent Rep	1044-0666
2349	Bulletin - Pacific Coast Society of Orthodontists	7503362	Bull Pac Coast Soc Orthod	0030-8617
2350	Infirmiers	7804334	Infirmiers	0180-2224
2351	Biological research	9308271	Biol. Res.	0716-9760
2352	Bulletin of the Pan American Health Organization	7505403	Bull Pan Am Health Organ	0085-4638
2353	Romanian journal of endocrinology / sponsore [sic] by the Academy of Medical Sciences	9309485	Rom J Endocrinol	1221-356X
2354	Sykepleien. Fag	9313367	Sykepl Fag	0804-1342
2355	Applied parasitology	9308726	Appl. Parasitol.	0943-0938
2356	Bulletin of the Parenteral Drug Association	7505404	Bull Parenter Drug Assoc	0048-2986
2357	Paper series (United Hospital Fund of New York)	8610109	Pap Ser United Hosp Fund N Y	0898-3135
2358	International journal of fertility and menopausal studies	9309760	Int J Fertil Menopausal Stud	1069-3130
2359	Cellular & molecular biology research	9316986	Cell. Mol. Biol. Res.	0968-8773
2360	Cancer practice	9312355	Cancer Pract	1065-4704
2361	Bulletin of the Passaic County Dental Society	7507037	Bull Passaic Cty Dent Soc	0079-0125
2362	Immunodeficiency	9418574	Immunodeficiency	1067-795X
2363	Hospitals & health networks / AHA	9312077	Hosp Health Netw	1068-8838
2364	Sonderband ... der Zeitschrift Strahlentherapie und Onkologie	9312251	Sonderb Z Strahlenther Onkol	XXXX-XXXX
2365	Bulletin of Pharmaceutical Research Institute	7502538	Bull Pharm Res Inst	0473-4696
2366	Semina	9884653	Semina	0101-3742
2367	"Health transition review : the cultural, social, and behavioural determinants of health"	9114114	Health Transit Rev	1036-4005
2368	Endocrine journal	9313485	Endocr. J.	0918-8959
2369	"Archivum veterinarium Polonicum / Polish Academy of Sciences, Committee of Veterinary Sciences"	9313674	Arch Vet Pol	1230-5359
2370	Polish journal of pharmacology	9313882	Pol J Pharmacol	1230-6002
2371	"Magyar traumatologia, ortopedia, kezsebeszet, plasztikai sebeszet"	9313834	Magy Traumatol Ortop Kezseb Plasztikai Seb	XXXX-XXXX
2372	"Nursing New Zealand (Wellington, N.Z. : 1995)"	9507374	Nurs N Z v2	1173-2032
2373	The journal of economic perspectives : a journal of the American Economic Association	9885204	J Econ Perspect	0895-3309
2374	The Bulletin of the Philadelphia County Dental Society	7505406	Bull Phila Cty Dent Soc	0031-7268
2375	"Matrix (Stuttgart, Germany). Supplement"	9312140	Matrix Suppl	0940-1199
2376	Bulletin de physio-pathologie respiratoire	7611945	Bull Physiopathol Respir (Nancy)	0007-439X
2377	Biomedical instrumentation & technology / Association for the Advancement of Medical Instrumentation	8905560	Biomed Instrum Technol	0899-8205
2378	Bulletin Of The Plainfield Dental Society	9883481	Bull Plainfield Dent Soc	XXXX-XXXX
2379	Folia phoniatrica et logopaedica : official organ of the International Association of Logopedics and Phoniatrics (IALP)	9422792	Folia Phoniatr Logop	1021-7762
2380	Medsurg nursing : official journal of the Academy of Medical-Surgical Nurses	9300545	Medsurg Nurs	1092-0811
2381	Cancer biotherapy	9314021	Cancer Biother.	1062-8401
2382	Minimally invasive surgical nursing	9317135	Minim Invasive Surg Nurs	1068-5685
2383	Molecular membrane biology	9430797	Mol. Membr. Biol.	0968-7688
2384	Polish medical science and history bulletin	367052	Pol Med Sci Hist Bull v2	0091-3340
2385	International journal of obesity and related metabolic disorders : journal of the International Association for the Study of Obesity	9313169	Int. J. Obes. Relat. Metab. Disord.	0307-0565
2386	The Journal of pediatric endocrinology	8510464	J Pediatr Endocrinol	0334-018X
2387	Journal of psychosomatic obstetrics and gynaecology	8308648	J Psychosom Obstet Gynaecol	0167-482X
2388	Journal of voice : official journal of the Voice Foundation	8712262	J Voice	0892-1997
2389	"Methods in molecular biology (Clifton, N.J.)"	9214969	Methods Mol. Biol.	1064-3745
2390	Molecular marine biology and biotechnology	9205135	Mol. Marine Biol. Biotechnol.	1053-6426
2391	Noshuyo byori = Brain tumor pathology	9315330	Noshuyo Byori	0914-8108
2392	Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology	9106718	Pediatr Allergy Immunol	0905-6157
2393	"Transfusion medicine (Oxford, England)"	9301182	Transfus Med	0958-7578
2394	"Contraception, fertilite, sexualite (1992)"	9314045	Contracept Fertil Sex	1165-1083
2395	Bulletin of prosthetics research	370646	Bull Prosthet Res	0007-506X
2396	Biocell : official journal of the Sociedades Latinoamericanas de Microscopia Electronica ... et. al	9438655	Biocell	0327-9545
2397	Business and health	8409368	Bus Health	0739-9413
2398	"American journal of critical care : an official publication, American Association of Critical-Care Nurses"	9211547	Am. J. Crit. Care	1062-3264
2399	Communicable disease report. CDR supplement	9314041	Commun. Dis. Rep. CDR Suppl.	0264-1607
2400	Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists	8911021	Ann Clin Psychiatry	1040-1237
2401	Artificial intelligence in medicine	8915031	Artif Intell Med	0933-3657
2402	Biological signals	9210083	Biol. Signals	1016-0922
2403	Communicable disease report. CDR review	9312372	Commun Dis Rep CDR Rev	1350-9349
2404	Communicable disease report. CDR weekly	9312012	Commun Dis Rep CDR Wkly	1350-9357
2405	Current opinion in pediatrics	9000850	Curr. Opin. Pediatr.	1040-8703
2406	"Dementia (Basel, Switzerland)"	9010348	Dementia v2	1013-7424
2407	Epithelial cell biology	9206038	Epithelial Cell Biol	0940-9912
2408	Hippocampus	9108167	Hippocampus	1050-9631
2409	International journal of impotence research	9007383	Int. J. Impot. Res.	0955-9930
2410	Journal of critical care	8610642	J Crit Care	0883-9441
2411	Journal of hand therapy : official journal of the American Society of Hand Therapists	8806591	J Hand Ther	0894-1130
2412	Quality management in health care	9306156	Qual Manag Health Care	1063-8628
2413	"Journal of wound, ostomy, and continence nursing : official publication of The Wound, Ostomy and Continence Nurses Society / WOCN"	9435679	J Wound Ostomy Continence Nurs	1071-5754
2414	The Joint Commission journal on quality improvement	9315239	Jt Comm J Qual Improv	1070-3241
2415	Bulletin on the rheumatic diseases	127416	Bull Rheum Dis	0007-5248
2416	Journal of prosthodontics : official journal of the American College of Prosthodontists	9301275	J Prosthodont	1059-941X
2417	L'Infirmiere du Quebec : revue officielle de l'Ordre des infirmieres et infirmiers du Quebec	9430795	Infirm Que	1195-2695
2418	Newsweek	9877127	Newsweek	0028-9604
2419	"The Journal of law, medicine & ethics : a journal of the American Society of Law, Medicine & Ethics"	9315583	J Law Med Ethics	1073-1105
2420	Progress in experimental personality & psychopathology research	9317694	Prog Exp Pers Psychopathol Res	1056-7151
2421	Nursing dynamics	9309428	Nurs Dyn	XXXX-XXXX
2422	American Indian and Alaska native mental health research (Monographic series)	9314637	Am Indian Alsk Native Ment Health Res Monogr Ser	1046-7750
2423	Integrated healthcare report	9318485	Integr Healthc Rep	XXXX-XXXX
2424	Bulletin - San Diego County Dental Society	7506992	Bull San Diego Cty Dent Soc	0036-4010
2425	Behavioral sciences & the law	8404861	Behav Sci Law	0735-3936
2426	Nihon Kango Kagakkai shi = Journal of Japan Academy of Nursing Science	9315623	Nihon Kango Kagakkaishi	0287-5330
2427	Australian medical record journal / Medical Record Association of Australia	8807862	Aust Med Rec J	0817-3907
2428	Health economics	9306780	Health Econ	1057-9230
2429	San Fernando Valley Dental Society bulletin	7900363	San Fernando Val Dent Soc Bull	0581-4944
2430	Healthcare human resources	9212326	Healthc Hum Resour	1060-9253
2431	International journal of health care quality assurance	8916799	Int J Health Care Qual Assur	0952-6862
2432	Journal of health care benefits	9204247	J Health Care Benefits	1057-5073
2433	Journal of management in medicine	8705942	J Manag Med	0268-9235
2434	Managed care quarterly	9308935	Manag Care Q	1064-5454
2435	Medical interface	8916855	Med Interface	0896-4831
2436	Quality in health care : QHC	9209948	Qual Health Care	0963-8172
2437	Bulletin - San Mateo County Dental Society	7503368	Bull San Mateo Cty Dent Soc	0080-598X
2438	EBRI issue brief / Employee Benefit Research Institute	9418660	EBRI Issue Brief	0887-137X
2439	Revista alergia : organo oficial de la Sociedad Mexicana de Alergia e Inmunlogia	9317222	Rev Alerg	XXXX-XXXX
2440	Free radical research	9423872	Free Radic. Res.	1071-5762
2441	"Archivio italiano di otologia, rinologia e laringologia. Supplemento"	205025	Arch Ital Otol Rinol Laringol Suppl	XXXX-XXXX
2442	"Archivio italiano di otologia, rinologia e laringologia"	205024	Arch Ital Otol Rinol Laringol	0004-0258
