bmkegId	journalTitle	nlmId	abbr	ISSN
4444	Journal - American Health Care Association.	7600544	J Am Health Care Assoc	0360-4969
4445	Journal of the American Institute of Homeopathy.	7507175	J Am Inst Homeopath	0002-8967
4446	Journal of the American Institute of Planners.	9877929	J Am Inst Plann	0002-8991
4447	Journal of the American Medical Women's Association (1972)	7503064	J Am Med Womens Assoc	0098-8421
4448	Journal of the American Oil Chemists' Society.	7505574	J Am Oil Chem Soc	0003-021X
4449	Journal of the American Optometric Association.	7505575	J Am Optom Assoc	0003-0244
4450	Journal of the American Pharmaceutical Association.	7505576	J Am Pharm Assoc	0003-0465
4451	Journal of the American Planning Association. American Planning Association.	9878432	J Am Plann Assoc	0194-4363
4452	Journal of applied toxicology	8109495	J Appl Toxicol	0260-437X
4453	Journal of biochemical and biophysical methods.	7907378	J Biochem Biophys Methods	0165-022X
4454	Journal - Association for Hospital Medical Education.	7705084	J Assoc Hosp Med Educ	0148-4869
4455	Journal of economics and business.	9878121	J Econ Bus	0148-6195
4456	Journal of the autonomic nervous system.	8003419	J Auton Nerv Syst	0165-1838
4457	The Journal of the American Association of Nephrology Nurses & Technicians.	7601746	J Am Assoc Nephrol Nurses Tech	0360-7615
4458	The Journal of audiovisual media in medicine.	7803121	J Audiov Media Med	0140-511X
4459	Journal of the American Podiatry Association.	7505577	J Am Podiatry Assoc	0003-0538
4460	Journal of the American Psychoanalytic Association.	7505579	J Am Psychoanal Assoc	0003-0651
4461	Journal - American Intra-Ocular Implant Society.	7701858	J Am Intraocul Implant Soc	0146-2776
4462	The Journal for hospital admitting management	8704017	J Hosp Admit Manage	0894-1068
4463	Journal of American insurance.	254060	J Am Insur	0021-874X
4464	The Journal of the American Society for Geriatric Dentistry.	7503066	J Am Soc Geriatr Dent	0003-1054
4465	Journal of allied health.	361603	J Allied Health	0090-7421
4466	Journal (Anglo-Continental Dental Society)	8301204	J Anglocont Dent Soc	0003-3324
4467	Journal of the American Audiology Society.	7602679	J Am Audiol Soc	0360-9294
4468	The Journal of the American Society for Preventive Dentistry.	415031	J Am Soc Prev Dent	0093-4518
4469	The Journal of the American Academy of Psychoanalysis.	7505570	J Am Acad Psychoanal	0090-3604
4470	Journal of the American Auditory Society.	7907691	J Am Aud Soc	0164-5080
4471	Journal of the American Society for Information Science American Society for Information Science.	232761	J Am Soc Inf Sci	0002-8231
4472	The Journal of the American Society of Psychosomatic Dentistry and Medicine.	7505581	J Am Soc Psychosom Dent Med	0003-1194
4473	International journal of psychophysiology	8406214	Int J Psychophysiol	0167-8760
4474	IMJ. Illinois medical journal.	7703940	IMJ Ill Med J	0019-2120
4475	Jordemodern.	17810330R	Jordemodern	0021-7468
4476	Journal of applied physiology	7801242	J Appl Physiol	0161-7567
4477	Journal of adolescent health care	8100395	J Adolesc Health Care	0197-0070
4478	Journal of the American Society for the Study of Orthodontics. American Society for the Study of Orthodontics.	9875580	J Am Soc Study Orthod	0003-1089
4479	JCAH perspectives. Joint Commission on Accreditation of Hospitals.	8208742	JCAH Perspect	0277-8327
4480	Journal (American Academy of Gnathologic Orthopedics)	8709880	J Am Acad Gnathol Orthop	0886-1064
4481	Journal of the American Venereal Disease Association.	7500328	J Am Vener Dis Assoc	0095-148X
4482	Journal of the American Veterinary Medical Association.	7503067	J Am Vet Med Assoc	0003-1488
4483	The Journal of analytical psychology.	376573	J Anal Psychol	0021-8774
4484	Journal of andrology.	8106453	J Androl	0196-3635
4485	Japanese journal of cancer research	8509412	Jpn J Cancer Res	0910-5050
4486	Journal of anatomy.	137162	J Anat	0021-8782
4487	Journal of animal science.	8003002	J Anim Sci	0021-8812
4488	"Hospital capital finance American Hospital Association, Division of Hospital Planning and Capital Finance."	8410882	Hosp Cap Finance	0742-5708
4489	Home care economics.	8707765	Home Care Econ	0891-9364
4490	The Journal of antibiotics.	151115	J Antibiot (Tokyo)	0021-8820
4491	The Healthcare Forum journal.	8801357	Healthc Forum J	0899-9287
4492	Hearing research.	7900445	Hear Res	0378-5955
4493	Health care for women international.	8411543	Health Care Women Int	0739-9332
4494	The Journal of antibiotics. Ser. B.	154411	J Antibiot [B]	0447-8991
4495	The Journal of antimicrobial chemotherapy.	7513617	J Antimicrob Chemother	0305-7453
4496	The Journal of applied behavioral science.	60433	J Appl Behav Sci	0021-8863
4497	Journal Of Apdsa; Asian Pacific Dental Student Association.	9875625	J APDSA (Tokyo)	0571-2912
4498	Hawaii dental journal.	8502148	Hawaii Dent J	0891-9933
4499	Healthcare forum.	8511257	Healthc Forum	0885-257X
4500	The Journal of applied bacteriology.	7503050	J Appl Bacteriol	0021-8847
4501	Journal of applied behavior analysis.	174763	J Appl Behav Anal	0021-8855
4502	Nippon Rai Gakkai zasshi.	7901165	Nippon Rai Gakkai Zasshi	0386-3980
4503	The Journal of applied nutrition.	404726	J Appl Nutr	0021-8960
4504	Journal of applied biochemistry.	7908148	J Appl Biochem	0161-7354
4505	HealthSpan.	8507456	Healthspan	0883-0452
4506	Healthcare executive currents.	9004556	Healthc Exec Curr	0898-1647
4507	Journal of applied physiology.	376576	J Appl Physiol	0021-8987
4508	"Journal of applied physiology (Bethesda, Md."	8502536	J Appl Physiol	8750-7587
4509	Hematologic pathology.	8707764	Hematol Pathol	0886-0238
4510	Healthcare executive.	8612808	Healthc Exec	0883-5381
4511	Health matrix.	8405332	Health Matrix	0748-383X
4512	The Journal of applied psychology.	222526	J Appl Psychol	0021-9010
4513	Hematology/oncology clinics of North America.	8709473	Hematol Oncol Clin North Am	0889-8588
4514	"Health policy (Amsterdam, Netherlands)"	8409431	Health Policy	0168-8510
4515	In vitro cellular & developmental biology	8506951	In Vitro Cell Dev Biol	0883-8364
4516	Heart and vessels.	8511258	Heart Vessels	0910-8327
4517	International disability studies.	8710422	Int Disabil Stud	0259-9147
4518	Heart and vessels. Supplement.	8810802	Heart Vessels Suppl	0935-736X
4519	The Journal of the Arkansas Medical Society.	7503069	J Ark Med Soc	0004-1858
4520	JAAMI; journal of the Association for the Advancement of Medical Instrumentation.	1275534	J Assoc Adv Med Instrum	0004-5446
4521	Journal of the Association for the Care of Children in Hospitals.	7613888	J Assoc Care Child Hosp	0145-3351
4522	The Journal of asthma	8106454	J Asthma	0277-0903
4523	Healthcare management forum / Canadian College of Health Service Executives = Forum gestion des soins de sante / College canadien des directeurs de services de sante.	8805307	Healthc Manage Forum	0840-4704
4524	Journal - Association of Official Analytical Chemists.	7505559	J Assoc Off Anal Chem	0004-5756
4525	Health facilities management.	8906517	Health Facil Manage	0899-6210
4526	Journal of the Association for Physical and Mental Rehabilitation.	7503071	J Assoc Phys Ment Rehabil	0098-8448
4527	Journal of biological photography.	8006504	J Biol Photogr	0274-497X
4528	International journal of instructional media.	9877780	Int J Instr Media	0092-1815
4529	Journal of the American Academy of Child and Adolescent Psychiatry.	8704565	J Am Acad Child Adolesc Psychiatry	0890-8567
4530	The Journal of the Association of Physicians of India.	7505585	J Assoc Physicians India	0004-5772
4531	The Journal of asthma research.	376577	J Asthma Res	0021-9134
4532	Journal of atherosclerosis research.	242574	J Atheroscler Res	0368-1319
4533	The Journal of auditory research.	14024	J Aud Res	0021-9177
4534	Journal Of The Australian Institute Of Surgical And Dental Technicians (Melbourne).	9883613	J Aust Inst Surg Dent Tech	0313-8356
4535	Hospital guest relations report.	8802247	Hosp Guest Relations Rep	0899-8957
4536	Journal of autism and childhood schizophrenia.	1264240	J Autism Child Schizophr	0021-9185
4537	Journal of autism and developmental disorders.	7904301	J Autism Dev Disord	0162-3257
4538	Journal Das Auxiliares Odontologicas.	9875624	J Aux Odontol	\N
4539	"Interior design (New York, N.Y.)"	9877782	Inter Des	0020-5508
4540	Journal of bacteriology.	2985120R	J Bacteriol	0021-9193
4541	Journal belge de medecine physique et de rehabilitation. Belgisch tijdschrift voor fysische geneeskunde en rehabilitatie.	7903309	J Belge Med Phys Rehabil	0250-4766
4542	Journal of the Baltimore College of Dental Surgery.	7505588	J Baltimore Coll Dent Surg	0067-3072
4543	Princess Takamatsu symposia.	9301172	Princess Takamatsu Symp	\N
4545	Journal belge de medecine physique. Belgisch tijdschrift voor fysische geneeskunde.	7903136	J Belge Med Phys	0378-9500
4546	Journal belge de radiologie.	420407	J Belge Radiol	0021-7646
4547	Journal belge de rhumatologie et de medecine physique. Belgisch tijdschrift voor reumatologie en fysische geneeskunde.	71414	J Belge Rhumatol Med Phys	0021-7654
4548	The Journal of the Bergen County Dental Society.	7507180	J Bergen Cty Dent Soc	0092-9832
4549	The Journal of clinical psychiatry.	7801243	J Clin Psychiatry	0160-6689
4550	Journal of clinical apheresis.	8216305	J Clin Apheresis	0733-2459
4551	Contract interiors.	9877842	Contract Inter	0148-012X
4552	Journal of biochemistry.	376600	J Biochem (Tokyo)	0021-924X
4553	The Journal of biocommunication.	425742	J Biocommun	0094-2499
4554	Journal of bioenergetics.	1301714	J Bioenerg	0449-5705
4555	Journal of bioenergetics and biomembranes.	7701859	J Bioenerg Biomembr	0145-479X
4556	Journal de biologie buccale.	400336	J Biol Buccale	0301-3952
4557	Journal of bioengineering.	7801772	J Bioeng	0145-3068
4558	Health industry today.	8400108	Health Ind Today	0745-4678
4559	The Journal of biological chemistry.	2985121R	J Biol Chem	0021-9258
4560	Journal of the Biological Photographic Association.	7503073	J Biol Photogr Assoc	0006-3215
4562	Journal of biological standardization.	400335	J Biol Stand	0092-1157
4563	Journal of biomechanics.	157375	J Biomech	0021-9290
4564	Journal of autonomic pharmacology.	8106455	J Auton Pharmacol	0144-1795
4565	Journal de biomateriaux dentaires	8612237	J Biomater Dent	0295-6195
4566	Journal of biomedical materials research.	112726	J Biomed Mater Res	0021-9304
4567	Journal of biosocial science.	177346	J Biosoc Sci	0021-9320
4568	Journal of biosocial science. Supplement.	235416	J Biosoc Sci Suppl	0300-9645
4569	The Journal of bone and joint surgery. American volume.	14030	J Bone Joint Surg Am	0021-9355
4570	The Journal of bone and joint surgery. British volume.	375355	J Bone Joint Surg Br	0301-620X
4571	Journal of the British Endodontic Society.	7507181	J Br Endod Soc	0007-0653
4572	Jornal brasileiro de doencas toracicas.	71033	J Bras Doencas Torac	0047-2069
4573	The Journal of business strategy.	9879872	J Bus Strategy	0275-6668
4574	Journal of cancer research and clinical oncology.	7902060	J Cancer Res Clin Oncol	0171-5216
4575	Jornal brasileiro de psiquiatria.	413673	J Bras Psiquiatr	0047-2085
4576	The Journal of burn care & rehabilitation.	8110188	J Burn Care Rehabil	0273-8481
4577	Hospital law newsletter.	8911901	Hosp Law Newsl	0738-0984
4578	Journal - California Dental Association.	7507164	J Calif Dent Assoc	0008-0977
4579	Journal of the Canadian Association of Radiologists.	7505589	J Can Assoc Radiol	0008-2902
4580	Journal of the Canadian Dental Association.	7505590	J Can Dent Assoc	0008-3372
4581	Journal of the Canadian Dietetic Association.	415554	J Can Diet Assoc	0008-3399
4582	The Journal of cardiovascular surgery.	66127	J Cardiovasc Surg (Torino)	0021-9509
4583	Health manpower management.	8911894	Health Manpow Manage	0955-2065
4584	Health management quarterly	8502875	Health Manage Q	\N
4585	The Journal of cell biology.	375356	J Cell Biol	0021-9525
4586	Journal of cellular physiology.	50222	J Cell Physiol	0021-9541
4587	Journal of cellular physiology. Supplement.	8300145	J Cell Physiol Suppl	0737-1462
4588	Hand clinics.	8510415	Hand Clin	0749-0712
4589	Hospital entrepreneurs' newsletter.	8712401	Hosp Entrep Newsl	8756-7253
4590	Journal of cellular biochemistry.	8205768	J Cell Biochem	0730-2312
4591	Journal of cell science. Supplement.	8502898	J Cell Sci Suppl	0269-3518
4592	Journal of cell science.	52457	J Cell Sci	0021-9533
4593	Journal of cerebral blood flow and metabolism	8112566	J Cereb Blood Flow Metab	0271-678X
4594	Journal of chemical documentation.	7505011	J Chem Doc	0021-9576
4595	The Journal of diabetic complications.	8708656	J Diabet Complications	0891-6632
4596	Holistic nursing practice.	8702105	Holist Nurs Pract	0887-9311
4597	Journal of chemical education.	2985122R	J Chem Educ	0021-9584
4598	Journal of chemical information and computer sciences.	7505012	J Chem Inf Comput Sci	0095-2338
4599	The Journal of chemical physics.	375360	J Chem Phys	0021-9606
4600	Journal of the Chemical Society. Perkin transactions 1.	7505598	J Chem Soc [Perkin 1]	0300-922X
4601	Hospital aviation.	8906078	Hosp Aviat	0740-8315
4602	Hospital material[dollar sign] management.	8702109	Hosp Mater Manage	0888-3068
4603	Journal of child language.	425743	J Child Lang	0305-0009
4604	"Journal of child psychology and psychiatry, and allied disciplines."	375361	J Child Psychol Psychiatry	0021-9630
4605	Book supplement to the Journal of child psychology and psychiatry.	7806054	Book Suppl J Child Psychol Psychiatr	0164-1735
4606	Health planning & manpower reports.	7610479	Health Plann Manpow Rep	0362-3165
4607	Hospital practice (Hospital ed.)	9880471	Hosp Pract (Hosp Ed)	8755-4542
4608	Journal of clinical pharmacy and therapeutics.	8704308	J Clin Pharm Ther	0269-4727
4609	Journal de chirurgie.	374754	J Chir (Paris)	0021-7697
4610	The Journal of forensic odonto-stomatology.	8501421	J Forensic Odontostomatol	0258-414X
4611	"Health promotion (Oxford, England)"	8700098	Health Promot	0268-1099
4612	Hospital practice (Office ed.)	8404149	Hosp Pract (Off Ed)	8750-2836
4613	"Health progress (Saint Louis, Mo.)"	8500263	Health Prog	0882-1577
4614	To Helleniko periodiko gia stomatike & gnathoprosopike cheirourgike / episemo organo tes Hetaireias Stomatognathoprosopikes Cheirourgikes = The Greek journal of oral & maxillofacial surgery.	9001934	Hell Period Stomat Gnathopathoprosopike Cheir	1105-1124
4615	Journal of clinical engineering.	7703941	J Clin Eng	0363-8855
4616	Journal of chromatography.	427043	J Chromatogr	0021-9673
4617	Journal of chromatography. Supplementary volume.	7610816	J Chromatogr Suppl	0376-737X
4618	Journal of chromatographic science.	173225	J Chromatogr Sci	0021-9665
4619	Journal of nursing quality assurance.	8703781	J Nurs Qual Assur	0889-4647
4620	Journal of quality assurance	8809256	J Qual Assur	1062-0273
4621	Journal of virological methods.	8005839	J Virol Methods	0166-0934
4622	Journal of chronic diseases.	2985123R	J Chronic Dis	0021-9681
4623	Journal of clinical computing.	351310	J Clin Comput	0090-1091
4624	The Journal of clinical endocrinology and metabolism.	375362	J Clin Endocrinol Metab	0021-972X
4625	Journal of clinical immunology.	8102137	J Clin Immunol	0271-9142
4626	Nippon Ika Daigaku zasshi.	7505726	Nippon Ika Daigaku Zasshi	0048-0444
4627	Journal of craniofacial genetics and developmental biology.	8109845	J Craniofac Genet Dev Biol	0270-4145
4628	Journal of clinical and experimental neuropsychology	8502170	J Clin Exp Neuropsychol	0168-8634
4629	"Human reproduction (Oxford, England)"	8701199	Hum Reprod	0268-1161
4630	Journal of public health policy.	8006508	J Public Health Policy	0197-5897
